-0.02  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.016  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.014  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.012  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.01  -0.016  0  -3703.14 	-5407.01 	0 	0 	0 	-1.45301e-07 	
-0.008  -0.016  0  -3127.11 	-5427.79 	-126.247 	9.00336e-07 	-7.75295e-07 	-2.46918e-07 	
-0.006  -0.016  0  -2003.38 	-6889.39 	-764.634 	1.49145e-06 	-4.59534e-07 	-2.0518e-07 	
-0.004  -0.016  0  -1500.23 	-7601.35 	-1319.89 	1.67474e-06 	-3.54225e-07 	-1.44509e-07 	
-0.002  -0.016  0  -812.841 	-7461.79 	-1719.19 	1.66127e-06 	-2.56742e-07 	-7.44757e-08 	
0  -0.016  0  0 	-7814.33 	-1834.85 	1.74574e-06 	0 	0 	
0.002  -0.016  0  812.841 	-7461.79 	-1719.19 	1.66127e-06 	2.56742e-07 	7.44757e-08 	
0.004  -0.016  0  1500.23 	-7601.35 	-1319.89 	1.67474e-06 	3.54225e-07 	1.44509e-07 	
0.006  -0.016  0  2003.38 	-6889.39 	-764.634 	1.49145e-06 	4.59534e-07 	2.0518e-07 	
0.008  -0.016  0  3127.11 	-5427.79 	-126.247 	9.00336e-07 	7.75295e-07 	2.46918e-07 	
0.01  -0.016  0  3703.14 	-5407.01 	0 	0 	0 	1.45301e-07 	
0.012  -0.016  0  0 	0 	0 	0 	0 	0 	
0.014  -0.016  0  0 	0 	0 	0 	0 	0 	
0.016  -0.016  0  0 	0 	0 	0 	0 	0 	
0.018  -0.016  0  0 	0 	0 	0 	0 	0 	
0.02  -0.016  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.014  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.014  0  0 	0 	0 	0 	0 	0 	
-0.016  -0.014  0  0 	0 	0 	0 	0 	0 	
-0.014  -0.014  0  0 	0 	0 	0 	0 	0 	
-0.012  -0.014  0  -3364.65 	-4463.74 	0 	0 	0 	-1.63535e-07 	
-0.01  -0.014  0  -4306.08 	-6136 	-665.95 	1.10696e-06 	-6.63094e-07 	-2.95136e-07 	
-0.008  -0.014  0  -3925.71 	-6677.16 	-1712.96 	1.41047e-06 	-7.79137e-07 	-2.63446e-07 	
-0.006  -0.014  0  -3049.25 	-7292.08 	-2783.3 	1.58067e-06 	-6.00518e-07 	-2.14897e-07 	
-0.004  -0.014  0  -2199.04 	-7767.34 	-3624.45 	1.71278e-06 	-4.32697e-07 	-1.51592e-07 	
-0.002  -0.014  0  -1160.13 	-7945.3 	-4180.22 	1.76953e-06 	-2.28345e-07 	-7.82952e-08 	
0  -0.014  0  0 	-8069.09 	-4364.02 	1.80311e-06 	0 	0 	
0.002  -0.014  0  1160.13 	-7945.3 	-4180.22 	1.76953e-06 	2.28345e-07 	7.82952e-08 	
0.004  -0.014  0  2199.04 	-7767.34 	-3624.45 	1.71278e-06 	4.32697e-07 	1.51592e-07 	
0.006  -0.014  0  3049.25 	-7292.08 	-2783.3 	1.58067e-06 	6.00518e-07 	2.14897e-07 	
0.008  -0.014  0  3925.71 	-6677.16 	-1712.96 	1.41047e-06 	7.79137e-07 	2.63446e-07 	
0.01  -0.014  0  4306.08 	-6136 	-665.95 	1.10696e-06 	6.63094e-07 	2.95136e-07 	
0.012  -0.014  0  3364.65 	-4463.74 	0 	0 	0 	1.63535e-07 	
0.014  -0.014  0  0 	0 	0 	0 	0 	0 	
0.016  -0.014  0  0 	0 	0 	0 	0 	0 	
0.018  -0.014  0  0 	0 	0 	0 	0 	0 	
0.02  -0.014  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.012  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.012  0  0 	0 	0 	0 	0 	0 	
-0.016  -0.012  0  0 	0 	0 	0 	0 	0 	
-0.014  -0.012  0  -4464.2 	-3829.4 	0 	0 	0 	-1.63215e-07 	
-0.012  -0.012  0  -5151.85 	-5239.86 	-854.038 	8.785e-07 	-8.36753e-07 	-3.10778e-07 	
-0.01  -0.012  0  -4944.71 	-5976.65 	-2324.61 	1.22418e-06 	-9.27662e-07 	-2.96088e-07 	
-0.008  -0.012  0  -4414.54 	-6659.67 	-3820.27 	1.41106e-06 	-8.24896e-07 	-2.63263e-07 	
-0.006  -0.012  0  -3577.51 	-7231.29 	-5102.38 	1.57e-06 	-6.66237e-07 	-2.13871e-07 	
-0.004  -0.012  0  -2531.31 	-7651.67 	-6084.92 	1.6889e-06 	-4.70805e-07 	-1.50692e-07 	
-0.002  -0.012  0  -1314.62 	-7883.54 	-6709.47 	1.75687e-06 	-2.44455e-07 	-7.78274e-08 	
0  -0.012  0  0 	-7971.77 	-6925.2 	1.78227e-06 	0 	0 	
0.002  -0.012  0  1314.62 	-7883.54 	-6709.47 	1.75687e-06 	2.44455e-07 	7.78274e-08 	
0.004  -0.012  0  2531.31 	-7651.67 	-6084.92 	1.6889e-06 	4.70805e-07 	1.50692e-07 	
0.006  -0.012  0  3577.51 	-7231.29 	-5102.38 	1.57e-06 	6.66237e-07 	2.13871e-07 	
0.008  -0.012  0  4414.54 	-6659.67 	-3820.27 	1.41106e-06 	8.24896e-07 	2.63263e-07 	
0.01  -0.012  0  4944.71 	-5976.65 	-2324.61 	1.22418e-06 	9.27662e-07 	2.96088e-07 	
0.012  -0.012  0  5151.85 	-5239.86 	-854.038 	8.785e-07 	8.36753e-07 	3.10778e-07 	
0.014  -0.012  0  4464.2 	-3829.4 	0 	0 	0 	1.63215e-07 	
0.016  -0.012  0  0 	0 	0 	0 	0 	0 	
0.018  -0.012  0  0 	0 	0 	0 	0 	0 	
0.02  -0.012  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.01  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.01  0  0 	0 	0 	0 	0 	0 	
-0.016  -0.01  0  -5129.1 	-3730.01 	0 	0 	0 	-1.44509e-07 	
-0.014  -0.01  0  -5973.45 	-4653.01 	-631.545 	7.16606e-07 	-9.18642e-07 	-2.94183e-07 	
-0.012  -0.01  0  -6062.03 	-5008.22 	-2308.33 	9.83983e-07 	-1.0883e-06 	-2.95815e-07 	
-0.01  -0.01  0  -5690.65 	-5668.52 	-4175.83 	1.16475e-06 	-1.01742e-06 	-2.80436e-07 	
-0.008  -0.01  0  -5013.22 	-6279.7 	-5889.72 	1.33325e-06 	-8.93537e-07 	-2.48421e-07 	
-0.006  -0.01  0  -4047.49 	-6782.2 	-7343.06 	1.47442e-06 	-7.19797e-07 	-2.01267e-07 	
-0.004  -0.01  0  -2845.43 	-7153.3 	-8451.64 	1.58031e-06 	-5.05414e-07 	-1.41612e-07 	
-0.002  -0.01  0  -1469.47 	-7375.25 	-9149.48 	1.64471e-06 	-2.60883e-07 	-7.30951e-08 	
0  -0.01  0  0 	-7452.28 	-9391.36 	1.66712e-06 	0 	0 	
0.002  -0.01  0  1469.47 	-7375.25 	-9149.48 	1.64471e-06 	2.60883e-07 	7.30951e-08 	
0.004  -0.01  0  2845.43 	-7153.3 	-8451.64 	1.58031e-06 	5.05414e-07 	1.41612e-07 	
0.006  -0.01  0  4047.49 	-6782.2 	-7343.06 	1.47442e-06 	7.19797e-07 	2.01267e-07 	
0.008  -0.01  0  5013.22 	-6279.7 	-5889.72 	1.33325e-06 	8.93537e-07 	2.48421e-07 	
0.01  -0.01  0  5690.65 	-5668.52 	-4175.83 	1.16475e-06 	1.01742e-06 	2.80436e-07 	
0.012  -0.01  0  6062.03 	-5008.22 	-2308.33 	9.83983e-07 	1.0883e-06 	2.95815e-07 	
0.014  -0.01  0  5973.45 	-4653.01 	-631.545 	7.16606e-07 	9.18642e-07 	2.94183e-07 	
0.016  -0.01  0  5129.1 	-3730.01 	0 	0 	0 	1.44509e-07 	
0.018  -0.01  0  0 	0 	0 	0 	0 	0 	
0.02  -0.01  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.008  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.008  0  -4282.71 	0 	0 	0 	0 	0 	
-0.016  -0.008  0  -5408.46 	-3170.39 	-127.114 	6.51377e-07 	-7.37767e-07 	-2.45083e-07 	
-0.014  -0.008  0  -6649.49 	-4038.67 	-1704.42 	7.49659e-07 	-1.14931e-06 	-2.62344e-07 	
-0.012  -0.008  0  -6689.02 	-4476.23 	-3817.85 	8.82482e-07 	-1.15347e-06 	-2.6264e-07 	
-0.01  -0.008  0  -6286.2 	-5034.71 	-5892.28 	1.03659e-06 	-1.08114e-06 	-2.4816e-07 	
-0.008  -0.008  0  -5526.29 	-5539.46 	-7783.31 	1.17775e-06 	-9.48411e-07 	-2.19261e-07 	
-0.006  -0.008  0  -4451.71 	-5958.37 	-9383.41 	1.29662e-06 	-7.62776e-07 	-1.77304e-07 	
-0.004  -0.008  0  -3121.29 	-6270.15 	-10600.9 	1.38625e-06 	-5.34277e-07 	-1.24605e-07 	
-0.002  -0.008  0  -1608.39 	-6461.03 	-11364.9 	1.44173e-06 	-2.75168e-07 	-6.42785e-08 	
0  -0.008  0  0 	-6526.55 	-11629.5 	1.46086e-06 	0 	0 	
0.002  -0.008  0  1608.39 	-6461.03 	-11364.9 	1.44173e-06 	2.75168e-07 	6.42785e-08 	
0.004  -0.008  0  3121.29 	-6270.15 	-10600.9 	1.38625e-06 	5.34277e-07 	1.24605e-07 	
0.006  -0.008  0  4451.71 	-5958.37 	-9383.41 	1.29662e-06 	7.62776e-07 	1.77304e-07 	
0.008  -0.008  0  5526.29 	-5539.46 	-7783.31 	1.17775e-06 	9.48411e-07 	2.19261e-07 	
0.01  -0.008  0  6286.2 	-5034.71 	-5892.28 	1.03659e-06 	1.08114e-06 	2.4816e-07 	
0.012  -0.008  0  6689.02 	-4476.23 	-3817.85 	8.82482e-07 	1.15347e-06 	2.6264e-07 	
0.014  -0.008  0  6649.49 	-4038.67 	-1704.42 	7.49659e-07 	1.14931e-06 	2.62344e-07 	
0.016  -0.008  0  5408.46 	-3170.39 	-127.114 	6.51377e-07 	7.37767e-07 	2.45083e-07 	
0.018  -0.008  0  4282.71 	0 	0 	0 	0 	0 	
0.02  -0.008  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.006  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.006  0  -6922.67 	0 	0 	0 	0 	0 	
-0.016  -0.006  0  -7015.57 	-2134.14 	-784.937 	4.00925e-07 	-1.17672e-06 	-2.02384e-07 	
-0.014  -0.006  0  -7281.51 	-3164.04 	-2806.32 	5.90649e-07 	-1.2197e-06 	-2.13451e-07 	
-0.012  -0.006  0  -7218.5 	-3639.34 	-5120.23 	7.19189e-07 	-1.20707e-06 	-2.13087e-07 	
-0.01  -0.006  0  -6768.67 	-4079.69 	-7355.8 	8.41225e-07 	-1.12989e-06 	-2.00875e-07 	
-0.008  -0.006  0  -5941.4 	-4471.94 	-9390.12 	9.51765e-07 	-9.9031e-07 	-1.77163e-07 	
-0.006  -0.006  0  -4779.58 	-4797.25 	-11109 	1.04475e-06 	-7.95722e-07 	-1.43072e-07 	
-0.004  -0.006  0  -3346.82 	-5040.14 	-12415 	1.11499e-06 	-5.56744e-07 	-1.00459e-07 	
-0.002  -0.006  0  -1722.94 	-5190 	-13233.5 	1.15871e-06 	-2.86478e-07 	-5.17977e-08 	
0  -0.006  0  0 	-5241.47 	-13516.9 	1.17379e-06 	0 	0 	
0.002  -0.006  0  1722.94 	-5190 	-13233.5 	1.15871e-06 	2.86478e-07 	5.17977e-08 	
0.004  -0.006  0  3346.82 	-5040.14 	-12415 	1.11499e-06 	5.56744e-07 	1.00459e-07 	
0.006  -0.006  0  4779.58 	-4797.25 	-11109 	1.04475e-06 	7.95722e-07 	1.43072e-07 	
0.008  -0.006  0  5941.4 	-4471.94 	-9390.12 	9.51765e-07 	9.9031e-07 	1.77163e-07 	
0.01  -0.006  0  6768.67 	-4079.69 	-7355.8 	8.41225e-07 	1.12989e-06 	2.00875e-07 	
0.012  -0.006  0  7218.5 	-3639.34 	-5120.23 	7.19189e-07 	1.20707e-06 	2.13087e-07 	
0.014  -0.006  0  7281.51 	-3164.04 	-2806.32 	5.90649e-07 	1.2197e-06 	2.13451e-07 	
0.016  -0.006  0  7015.57 	-2134.14 	-784.937 	4.00925e-07 	1.17672e-06 	2.02384e-07 	
0.018  -0.006  0  6922.67 	0 	0 	0 	0 	0 	
0.02  -0.006  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.004  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.004  0  -6937.09 	0 	0 	0 	0 	0 	
-0.016  -0.004  0  -7114.51 	-1550.03 	-1404.95 	3.39234e-07 	-1.16783e-06 	-1.43053e-07 	
-0.014  -0.004  0  -7624.51 	-2247.51 	-3690.17 	4.20546e-07 	-1.24942e-06 	-1.50677e-07 	
-0.012  -0.004  0  -7597.04 	-2565.08 	-6121.67 	5.07776e-07 	-1.24317e-06 	-1.50114e-07 	
-0.01  -0.004  0  -7123.26 	-2868.48 	-8474.69 	5.9214e-07 	-1.16414e-06 	-1.41278e-07 	
-0.008  -0.004  0  -6247.61 	-3137.94 	-10614.6 	6.68353e-07 	-1.01989e-06 	-1.24445e-07 	
-0.006  -0.004  0  -5021.74 	-3360.86 	-12421 	7.32333e-07 	-8.19029e-07 	-1.00407e-07 	
-0.004  -0.004  0  -3513.93 	-3527.34 	-13792.5 	7.80668e-07 	-5.72733e-07 	-7.04591e-08 	
-0.002  -0.004  0  -1808.07 	-3630.3 	-14651.5 	8.10807e-07 	-2.94581e-07 	-3.63171e-08 	
0  -0.004  0  0 	-3665.7 	-14948.7 	8.21211e-07 	0 	0 	
0.002  -0.004  0  1808.07 	-3630.3 	-14651.5 	8.10807e-07 	2.94581e-07 	3.63171e-08 	
0.004  -0.004  0  3513.93 	-3527.34 	-13792.5 	7.80668e-07 	5.72733e-07 	7.04591e-08 	
0.006  -0.004  0  5021.74 	-3360.86 	-12421 	7.32333e-07 	8.19029e-07 	1.00407e-07 	
0.008  -0.004  0  6247.61 	-3137.94 	-10614.6 	6.68353e-07 	1.01989e-06 	1.24445e-07 	
0.01  -0.004  0  7123.26 	-2868.48 	-8474.69 	5.9214e-07 	1.16414e-06 	1.41278e-07 	
0.012  -0.004  0  7597.04 	-2565.08 	-6121.67 	5.07776e-07 	1.24317e-06 	1.50114e-07 	
0.014  -0.004  0  7624.51 	-2247.51 	-3690.17 	4.20546e-07 	1.24942e-06 	1.50677e-07 	
0.016  -0.004  0  7114.51 	-1550.03 	-1404.95 	3.39234e-07 	1.16783e-06 	1.43053e-07 	
0.018  -0.004  0  6937.09 	0 	0 	0 	0 	0 	
0.02  -0.004  0  0 	0 	0 	0 	0 	0 	
-0.02  -0.002  0  0 	0 	0 	0 	0 	0 	
-0.018  -0.002  0  -7436.78 	0 	0 	0 	0 	0 	
-0.016  -0.002  0  -7565.55 	-711.153 	-1759.76 	1.91174e-07 	-1.22446e-06 	-7.52757e-08 	
-0.014  -0.002  0  -7928.71 	-1115.9 	-4228.94 	2.10335e-07 	-1.28198e-06 	-7.82123e-08 	
-0.012  -0.002  0  -7853.25 	-1314.3 	-6748 	2.60833e-07 	-1.26848e-06 	-7.76152e-08 	
-0.01  -0.002  0  -7347.61 	-1477.42 	-9177.06 	3.05299e-07 	-1.18561e-06 	-7.29305e-08 	
-0.008  -0.002  0  -6437.64 	-1616.58 	-11382.9 	3.44501e-07 	-1.03782e-06 	-6.41845e-08 	
-0.006  -0.002  0  -5171.22 	-1730.39 	-13243.5 	3.77186e-07 	-8.33024e-07 	-5.17576e-08 	
-0.004  -0.002  0  -3616.98 	-1815.14 	-14655.3 	4.01835e-07 	-5.82326e-07 	-3.63067e-08 	
-0.002  -0.002  0  -1860.61 	-1867.55 	-15539.3 	4.17206e-07 	-2.99451e-07 	-1.87099e-08 	
0  -0.002  0  0 	-1885.57 	-15845.1 	4.22513e-07 	0 	0 	
0.002  -0.002  0  1860.61 	-1867.55 	-15539.3 	4.17206e-07 	2.99451e-07 	1.87099e-08 	
0.004  -0.002  0  3616.98 	-1815.14 	-14655.3 	4.01835e-07 	5.82326e-07 	3.63067e-08 	
0.006  -0.002  0  5171.22 	-1730.39 	-13243.5 	3.77186e-07 	8.33024e-07 	5.17576e-08 	
0.008  -0.002  0  6437.64 	-1616.58 	-11382.9 	3.44501e-07 	1.03782e-06 	6.41845e-08 	
0.01  -0.002  0  7347.61 	-1477.42 	-9177.06 	3.05299e-07 	1.18561e-06 	7.29305e-08 	
0.012  -0.002  0  7853.25 	-1314.3 	-6748 	2.60833e-07 	1.26848e-06 	7.76152e-08 	
0.014  -0.002  0  7928.71 	-1115.9 	-4228.94 	2.10335e-07 	1.28198e-06 	7.82123e-08 	
0.016  -0.002  0  7565.55 	-711.153 	-1759.76 	1.91174e-07 	1.22446e-06 	7.52757e-08 	
0.018  -0.002  0  7436.78 	0 	0 	0 	0 	0 	
0.02  -0.002  0  0 	0 	0 	0 	0 	0 	
-0.02  0  0  0 	0 	0 	0 	0 	0 	
-0.018  0  0  -7847.74 	0 	0 	0 	0 	0 	
-0.016  0  0  -7911.96 	0 	-1863.19 	0 	-1.27437e-06 	0 	
-0.014  0  0  -8082.3 	0 	-4405.62 	0 	-1.3009e-06 	0 	
-0.012  0  0  -7953.65 	0 	-6962.81 	0 	-1.27904e-06 	0 	
-0.01  0  0  -7427.77 	0 	-9419.98 	0 	-1.19337e-06 	0 	
-0.008  0  0  -6503.65 	0 	-11648.9 	0 	-1.04401e-06 	0 	
-0.006  0  0  -5222.71 	0 	-13528.2 	0 	-8.37786e-07 	0 	
-0.004  0  0  -3652.4 	0 	-14953.9 	0 	-5.85578e-07 	0 	
-0.002  0  0  -1878.67 	0 	-15846.5 	0 	-3.01102e-07 	0 	
0  0  0  0 	0 	-16155.2 	0 	0 	0 	
0.002  0  0  1878.67 	0 	-15846.5 	0 	3.01102e-07 	0 	
0.004  0  0  3652.4 	0 	-14953.9 	0 	5.85578e-07 	0 	
0.006  0  0  5222.71 	0 	-13528.2 	0 	8.37786e-07 	0 	
0.008  0  0  6503.65 	0 	-11648.9 	0 	1.04401e-06 	0 	
0.01  0  0  7427.77 	0 	-9419.98 	0 	1.19337e-06 	0 	
0.012  0  0  7953.65 	0 	-6962.81 	0 	1.27904e-06 	0 	
0.014  0  0  8082.3 	0 	-4405.62 	0 	1.3009e-06 	0 	
0.016  0  0  7911.96 	0 	-1863.19 	0 	1.27437e-06 	0 	
0.018  0  0  7847.74 	0 	0 	0 	0 	0 	
0.02  0  0  0 	0 	0 	0 	0 	0 	
-0.02  0.002  0  0 	0 	0 	0 	0 	0 	
-0.018  0.002  0  -7436.78 	0 	0 	0 	0 	0 	
-0.016  0.002  0  -7565.55 	711.153 	-1759.76 	-1.91174e-07 	-1.22446e-06 	7.52757e-08 	
-0.014  0.002  0  -7928.71 	1115.9 	-4228.94 	-2.10335e-07 	-1.28198e-06 	7.82123e-08 	
-0.012  0.002  0  -7853.25 	1314.3 	-6748 	-2.60833e-07 	-1.26848e-06 	7.76152e-08 	
-0.01  0.002  0  -7347.61 	1477.42 	-9177.06 	-3.05299e-07 	-1.18561e-06 	7.29305e-08 	
-0.008  0.002  0  -6437.64 	1616.58 	-11382.9 	-3.44501e-07 	-1.03782e-06 	6.41845e-08 	
-0.006  0.002  0  -5171.22 	1730.39 	-13243.5 	-3.77186e-07 	-8.33024e-07 	5.17576e-08 	
-0.004  0.002  0  -3616.98 	1815.14 	-14655.3 	-4.01835e-07 	-5.82326e-07 	3.63067e-08 	
-0.002  0.002  0  -1860.61 	1867.55 	-15539.3 	-4.17206e-07 	-2.99451e-07 	1.87099e-08 	
0  0.002  0  0 	1885.57 	-15845.1 	-4.22513e-07 	0 	0 	
0.002  0.002  0  1860.61 	1867.55 	-15539.3 	-4.17206e-07 	2.99451e-07 	-1.87099e-08 	
0.004  0.002  0  3616.98 	1815.14 	-14655.3 	-4.01835e-07 	5.82326e-07 	-3.63067e-08 	
0.006  0.002  0  5171.22 	1730.39 	-13243.5 	-3.77186e-07 	8.33024e-07 	-5.17576e-08 	
0.008  0.002  0  6437.64 	1616.58 	-11382.9 	-3.44501e-07 	1.03782e-06 	-6.41845e-08 	
0.01  0.002  0  7347.61 	1477.42 	-9177.06 	-3.05299e-07 	1.18561e-06 	-7.29305e-08 	
0.012  0.002  0  7853.25 	1314.3 	-6748 	-2.60833e-07 	1.26848e-06 	-7.76152e-08 	
0.014  0.002  0  7928.71 	1115.9 	-4228.94 	-2.10335e-07 	1.28198e-06 	-7.82123e-08 	
0.016  0.002  0  7565.55 	711.153 	-1759.76 	-1.91174e-07 	1.22446e-06 	-7.52757e-08 	
0.018  0.002  0  7436.78 	0 	0 	0 	0 	0 	
0.02  0.002  0  0 	0 	0 	0 	0 	0 	
-0.02  0.004  0  0 	0 	0 	0 	0 	0 	
-0.018  0.004  0  -6937.09 	0 	0 	0 	0 	0 	
-0.016  0.004  0  -7114.51 	1550.03 	-1404.95 	-3.39234e-07 	-1.16783e-06 	1.43053e-07 	
-0.014  0.004  0  -7624.51 	2247.51 	-3690.17 	-4.20546e-07 	-1.24942e-06 	1.50677e-07 	
-0.012  0.004  0  -7597.04 	2565.08 	-6121.67 	-5.07776e-07 	-1.24317e-06 	1.50114e-07 	
-0.01  0.004  0  -7123.26 	2868.48 	-8474.69 	-5.9214e-07 	-1.16414e-06 	1.41278e-07 	
-0.008  0.004  0  -6247.61 	3137.94 	-10614.6 	-6.68353e-07 	-1.01989e-06 	1.24445e-07 	
-0.006  0.004  0  -5021.74 	3360.86 	-12421 	-7.32333e-07 	-8.19029e-07 	1.00407e-07 	
-0.004  0.004  0  -3513.93 	3527.34 	-13792.5 	-7.80668e-07 	-5.72733e-07 	7.04591e-08 	
-0.002  0.004  0  -1808.07 	3630.3 	-14651.5 	-8.10807e-07 	-2.94581e-07 	3.63171e-08 	
0  0.004  0  0 	3665.7 	-14948.7 	-8.21211e-07 	0 	0 	
0.002  0.004  0  1808.07 	3630.3 	-14651.5 	-8.10807e-07 	2.94581e-07 	-3.63171e-08 	
0.004  0.004  0  3513.93 	3527.34 	-13792.5 	-7.80668e-07 	5.72733e-07 	-7.04591e-08 	
0.006  0.004  0  5021.74 	3360.86 	-12421 	-7.32333e-07 	8.19029e-07 	-1.00407e-07 	
0.008  0.004  0  6247.61 	3137.94 	-10614.6 	-6.68353e-07 	1.01989e-06 	-1.24445e-07 	
0.01  0.004  0  7123.26 	2868.48 	-8474.69 	-5.9214e-07 	1.16414e-06 	-1.41278e-07 	
0.012  0.004  0  7597.04 	2565.08 	-6121.67 	-5.07776e-07 	1.24317e-06 	-1.50114e-07 	
0.014  0.004  0  7624.51 	2247.51 	-3690.17 	-4.20546e-07 	1.24942e-06 	-1.50677e-07 	
0.016  0.004  0  7114.51 	1550.03 	-1404.95 	-3.39234e-07 	1.16783e-06 	-1.43053e-07 	
0.018  0.004  0  6937.09 	0 	0 	0 	0 	0 	
0.02  0.004  0  0 	0 	0 	0 	0 	0 	
-0.02  0.006  0  0 	0 	0 	0 	0 	0 	
-0.018  0.006  0  -6922.67 	0 	0 	0 	0 	0 	
-0.016  0.006  0  -7015.57 	2134.14 	-784.937 	-4.00925e-07 	-1.17672e-06 	2.02384e-07 	
-0.014  0.006  0  -7281.51 	3164.04 	-2806.32 	-5.90649e-07 	-1.2197e-06 	2.13451e-07 	
-0.012  0.006  0  -7218.5 	3639.34 	-5120.23 	-7.19189e-07 	-1.20707e-06 	2.13087e-07 	
-0.01  0.006  0  -6768.67 	4079.69 	-7355.8 	-8.41225e-07 	-1.12989e-06 	2.00875e-07 	
-0.008  0.006  0  -5941.4 	4471.94 	-9390.12 	-9.51765e-07 	-9.9031e-07 	1.77163e-07 	
-0.006  0.006  0  -4779.58 	4797.25 	-11109 	-1.04475e-06 	-7.95722e-07 	1.43072e-07 	
-0.004  0.006  0  -3346.82 	5040.14 	-12415 	-1.11499e-06 	-5.56744e-07 	1.00459e-07 	
-0.002  0.006  0  -1722.94 	5190 	-13233.5 	-1.15871e-06 	-2.86478e-07 	5.17977e-08 	
0  0.006  0  0 	5241.47 	-13516.9 	-1.17379e-06 	0 	0 	
0.002  0.006  0  1722.94 	5190 	-13233.5 	-1.15871e-06 	2.86478e-07 	-5.17977e-08 	
0.004  0.006  0  3346.82 	5040.14 	-12415 	-1.11499e-06 	5.56744e-07 	-1.00459e-07 	
0.006  0.006  0  4779.58 	4797.25 	-11109 	-1.04475e-06 	7.95722e-07 	-1.43072e-07 	
0.008  0.006  0  5941.4 	4471.94 	-9390.12 	-9.51765e-07 	9.9031e-07 	-1.77163e-07 	
0.01  0.006  0  6768.67 	4079.69 	-7355.8 	-8.41225e-07 	1.12989e-06 	-2.00875e-07 	
0.012  0.006  0  7218.5 	3639.34 	-5120.23 	-7.19189e-07 	1.20707e-06 	-2.13087e-07 	
0.014  0.006  0  7281.51 	3164.04 	-2806.32 	-5.90649e-07 	1.2197e-06 	-2.13451e-07 	
